English,Telugu,Hindi Translation
All bark and no bite,మాటలే కానీ పనిలేకపోవడం,शब्द लेकिन काम करने में असमर्थता
All in all,మొత్తంగా,एक पूरे के रूप में
All thumbs,పనికిరాని వ్యక్తి,बेकार व्यक्ति
Apple of discord,గొడవకు కారణం,टकराव का कारण
As easy as pie,చాలా ఈజీగా,बहुत आसान
As the crow flies,నేరుగా,सीधा
At daggers drawn,శత్రుత్వంలో ఉండటం,दुश्मनों में होना
At your wit’s end,సహనం కోల్పోవడం,धैर्य खोना
Backseat driver,అనవసర సలహాలు ఇచ్చేవాడు,वह जो अनावश्यक सलाह देता है
Bad blood,శత్రుత్వం,शत्रुतापूर्ण
Bag of bones,చాలా సన్నగా ఉండే వ్యక్తి,एक आदमी जो बहुत पतला है
Ballpark estimate,అంచనా సంఖ్య,अनुमानित संख्या
Bank on it,నమ్ముకోవడం,विश्वास करना
Bark is worse than bite,"మాటలు మాత్రమే, పనిలేదు","केवल शब्द, काम नहीं कर रहे हैं"
Be beside yourself,చాలా బాధపడటం,बहुत दुखद
Be in the driver’s seat,నియంత్రణలో ఉండటం,नियंत्रण में होना
Be on the fence,నిర్ణయం తీసుకోకపోవడం,निर्णय नहीं कर रहा है
Be up in the air,నిర్ణయం కాలేదు,तय नहीं किया जा सका
Beat the clock,సమయానికి పూర్తి చేయడం,समय में खत्म करने के लिए
Behind the times,పాతకాలపు వ్యక్తి,विंटेज व्यक्ति
Bite the dust,చనిపోవడం,मरना
Bitter pill to swallow,అంగీకరించడానికి కష్టం,स्वीकार करना मुश्किल है
Black and blue,గాయపడ్డ,घायल
Black sheep,చెడ్డ పేరు తెచ్చినవాడు,वह जो एक बुरा नाम लाता है
Blind leading the blind,తెలియనివాడు ఇతరులను నడిపించడం,दूसरों का नेतृत्व करने के लिए अज्ञात
Blow your own trumpet,తనను తాను పొగడడం,खुद धूम्रपान करने के लिए
Blue blood,రాజ వంశానికి చెందినవాడు,वह शाही कबीले से संबंधित है
Boil the ocean,అసాధ్యం చేయాలని ప్రయత్నించడం,असंभव करने की कोशिश कर रहा है
Born with a silver spoon,సంపన్న కుటుంబంలో పుట్టినవాడు,एक अमीर परिवार में पैदा हुआ
Break new ground,కొత్తది ప్రారంభించడం,नया शुरू करना
Bring home the bacon,కుటుంబానికి ఆదాయం తెచ్చిపెట్టడం,परिवार के लिए आय लाओ
Brownie points,అదనపు గుర్తింపు,अतिरिक्त पहचान
Brush under the carpet,దాచిపెట్టడం,छुपाना
Bull in a china shop,జాగ్రత్తలేకుండా పని చేయడం,सावधानी के बिना काम करने के लिए
Burn daylight,సమయం వృథా చేయడం,खाक फाँकना
By leaps and bounds,వేగంగా అభివృద్ధి చెందడం,तेजी से विकसित करने के लिए
By the book,నియమాలను పాటించడం,नियमों का पालन करते हुए
Call it a night,రాత్రి పనిని ఆపివేయడం,रात का काम रोकना
Can’t cut the mustard,పనికిరావడం,बेकार
Carry weight,ప్రభావం చూపించడం,एक प्रभाव बनाने के लिए
Catch-22,ఇరుక్కుపోయే పరిస్థితి,एक ऐसी स्थिति जो अटक गई है
Caught red-handed,నేరం చేస్తూ పట్టుకోవడం,अपराध को पकड़ना
Chew the fat,సరదాగా మాట్లాడుకోవడం,मज़ा की बात करना
Chicken-hearted,భయపడే వ్యక్తి,एक व्यक्ति जो डरता है
Cliffhanger,అనిశ్చితి పరిస్థితి,अनिश्चितता की स्थिति
Close shave,త్రుటిలో తప్పించుకోవడం,सत्य में भागना
Come rain or shine,ఏ పరిస్థితిలోనైనా,किसी भी स्थिति में
Cook the books,అక్రమంగా లెక్కలు మార్చడం,गणना को अवैध रूप से बदलना
Cool customer,శాంతంగా ఉండే వ్యక్తి,एक व्यक्ति जो एक शांतिपूर्ण में है
Cry over spilt milk,జరిగిన దాన్ని గురించి వాపోవడం,क्या हुआ
Cry wolf,అబద్ధపు హెచ్చరికలు ఇవ్వడం,झूठी चेतावनी देना
Curiosity killed the cat,ఎక్కువ ఆసక్తి ప్రమాదకరం,सबसे दिलचस्प खतरनाक है
Cut a long story short,సంక్షిప్తంగా చెప్పడం,संक्षेप में कहने के लिए
Cut the Gordian knot,క్లిష్టమైన సమస్యను సులభంగా పరిష్కరించడం,आसानी से एक महत्वपूर्ण समस्या को हल करना
Dance with death,ప్రమాదంలో పడటం,खतरे में पड़ने के लिए
Day in and day out,రోజూ,नियमित रूप से
Dead ringer,ఒకేలా కనిపించే వ్యక్తి,वह व्यक्ति जो समान दिखता है
Deal a blow,హాని కలిగించడం,के कारण नुकसान
Devil is in the details,చిన్న విషయాలు ముఖ్యమైనవి,छोटी चीजें महत्वपूर्ण हैं
Die hard,తొలగించడం కష్టం,इसे निकालना मुश्किल है
Dig deep,కష్టపడి ప్రయత్నించడం,मेहनत की जा रही है
Dirty laundry,వ్యక్తిగత విషయాలు బయట పెట్టడం,व्यक्तिगत चीजों को बाहर करना
Dog days of summer,వేసవిలో వేడి రోజులు,गर्मियों में गर्म दिन
Don’t bite off more than you can chew,మీ సామర్థ్యానికి మించి చేయవద్దు,अपनी क्षमता से परे मत करो
Don’t put all your eggs in one basket,ఒకే అవకాశంపై ఆధారపడవద్దు,एक ही अवसर पर भरोसा न करें
Down to the wire,చివరి నిమిషం వరకు,अंतिम मिनट तक
Draw a blank,గుర్తు రాకపోవడం,एक निशान नहीं
Drop the ball,తప్పు చేయడం,गलत करना
Dutch treat,ఖర్చు పంచుకోవడం,साझाकरण लागत
Dwell on the past,గతాన్ని మర్చిపోకుండా ఉండటం,अतीत को भूलने के लिए
Toe the line,నియమాలను పాటించడం,नियमों का पालन करते हुए
Turn the other cheek,ప్రతీకారం తీయకపోవడం,बदला नहीं
Under the gun,ఒత్తిడిలో ఉండటం,तनाव में होना
Under wraps,రహస్యంగా ఉంచడం,रहस्य रखना
Up for grabs,ఎవరికైనా దొరకగలిగేది,कोई भी इसे पा सकता है
Upset the apple cart,ప్రణాళిక చెడగొట్టడం,नियोजन
Use your loaf,మెదడు వాడుకోవడం,मस्तिष्क का उपयोग करना
Value for money,డబ్బుకి తగిన విలువ,पैसे के लिए उचित रूप से लायक
Vanishing act,అకస్మాత్తుగా మాయమవ్వడం,अचानक गायब हो गया
Variety is the spice of life,భిన్నతే జీవితానికి రుచికరమని,जीवन के लिए अलग
Vicious circle,చెడు పరిణామాల చక్రం,बुरे परिणामों का चक्र
Voice of reason,వివేకంతో మాట్లాడేవాడు,वह जो ज्ञान के साथ बोलता है
Wait for the dust to settle,పరిస్థితి సర్దుకోవడం వరకు వేచి ఉండడం,स्थिति को समायोजित करने तक प्रतीक्षा करना
Walk on air,చాలా సంతోషంగా ఉండటం,बहुत खुश होना
Walk the line,జాగ్రత్తగా వ్యవహరించడం,सावधान रहने के लिए
Wash one’s hands of,సంబంధం లేకుండా పోవడం,निम्न पर ध्यान दिए बगैर
Watch your step,జాగ్రత్తగా ఉండడం,सावधान रहने के लिए
Water down,బలహీనపరచడం,कमजोर
Wear and tear,ఉపయోగంతో దెబ్బతినడం,उपयोग के साथ नुकसान
Well-oiled machine,సజావుగా నడిచే వ్యవస్థ,सुचारू रूप से चलने की एक प्रणाली
Wet behind the ears,అనుభవం లేని,अनुभवहीन
When pigs fly,అసాధ్యం,असंभव
Wild card,ఊహించలేని వ్యక్తి లేదా విషయం,एक अप्रत्याशित व्यक्ति या बात
Win hands down,సులభంగా గెలవడం,आसानी से जीतना
Wipe the slate clean,పాత విషయాలను మర్చిపోవడం,पुरानी चीजों को भूलकर
With a heavy heart,బాధతో,उदासी से
Wolf in sheep’s clothing,బయటకు మంచివాడిలా కనిపించే చెడ్డవాడు,खराब
Word for word,పదే పదం,बार -बार शब्द
Work against the clock,సమయానికి పోటీపడుతూ పని చేయడం,समय में प्रतिस्पर्धा करने के लिए
Worth a shot,ప్రయత్నం చేయదగినది,प्रयास किया जाना है
Wipe out,పూర్తిగా నాశనం చేయడం,पूरी तरह से नष्ट करना
X marks the spot,ఖచ్చితమైన స్థానం,सही स्थिति
Yellow-bellied,పిరికి మనిషి,शर्मीला आदमी
Yes-man,ఎల్లప్పుడూ అంగీకరించే వ్యక్తి,एक व्यक्ति जो हमेशा स्वीकार करता है
You are what you eat,తినే ఆహారమే ఆరోగ్యాన్ని నిర్ణయిస్తుంది,खाना खाने से स्वास्थ्य निर्धारित होता है
You can’t judge a book by its cover,బయటకు చూసి నిర్ణయం తీసుకోకండి,निर्णय न करें और निर्णय लें
Your days are numbered,సమయం తక్కువగా మిగిలింది,समय कम छोड़ दिया
Zip through,త్వరగా పూర్తి చేయడం,जल्दी से उपवास करना
Zone out,దృష్టి కోల్పోవడం,दृष्टि खोना
A blast from the past,గతాన్ని గుర్తుచేసేది,अतीत को याद करते हुए
A dime a dozen,చాలా సాధారణమైనది,बहुत सरल
A leopard can’t change its spots,స్వభావం మారదు,प्रकृति नहीं बदलती है
A penny for your thoughts,నీ ఆలోచన ఏమిటో చెప్పు,मुझे बताओ कि आपका विचार क्या है
A snowball’s chance in hell,అసలు అవకాశం లేనిది,मूल संभावना
Actions speak louder than words,మాటలకన్నా పనులు ముఖ్యము,कार्य शब्दों से अधिक महत्वपूर्ण हैं
Add insult to injury,మరింత అవమానం కలిగించడం,अधिक शर्म की बात है
All in the same boat,ఒకే పరిస్థితిలో,उसी स्थिति में
All that glitters is not gold,మెరుస్తుందన్నా బంగారం కాదు,सोना सोना नहीं है
An apple a day keeps the doctor away,ఆరోగ్యానికి మంచి అలవాటు,स्वास्थ्य की एक अच्छी आदत
An arm and a leg,చాలా ఖరీదైనది,बहुत महँगा
As cool as a cucumber,ప్రశాంతంగా ఉండటం,शांत होना
As fit as a fiddle,ఆరోగ్యంగా,स्वस्थ
As good as gold,చాలా మంచివాడు,बहुत अच्छा
As luck would have it,అదృష్టవశాత్తు,सौभाग्य से
At the eleventh hour,చివరి నిమిషంలో,अंतिम मिनट में
At wit’s end,ఇక ఆలోచన లేకపోవడం,अब सोचने की कमी नहीं
Back against the wall,కష్టాల్లో ఇరుక్కోవడం,प्रतिकूलता में फंसना
Backseat driver,అప్రయోజకంగా సలహాలు ఇచ్చేవాడు,वह जो खुद को सलाह देता है
Bad apple,చెడు వ్యక్తి,एक बुरा व्यक्ति
Baker’s dozen,13 సంఖ్య,13 संख्या
Bark up the wrong tree,తప్పు వ్యక్తిని నిందించడం,गलत व्यक्ति को दोष देना
Basket case,పనికిరాని వ్యక్తి,बेकार व्यक्ति
Be in someone’s shoes,వేరొకరి పరిస్థితిలో ఉండటం,किसी और की स्थिति में होना
Be on cloud nine,చాలా సంతోషంగా,बहुत खुश
Beat around the bush,ముఖ్య విషయానికి రాకపోవడం,एड़ी पर आने के लिए नहीं
Behind someone’s back,రహస్యంగా,गुप्त रूप से
Bite the bullet,కష్టం అంగీకరించడం,कठिनाई स्वीकार करना
Bite your tongue,నోరు మూయడం,मुंह बंद करना
Black sheep,కుటుంబంలో చెడ్డ పేరు కలిగినవాడు,परिवार
Blessing in disguise,మొదట చెడుగా కనిపించినా మంచిగా మారినది,पहले बुरा लग रहा था लेकिन अच्छा निकला
Blow hot and cold,అభిప్రాయం మారుతూ ఉండడం,राय बदल रही है
Boil the ocean,అసాధ్యమైన పని ప్రయత్నించడం,असंभव कार्य का प्रयास करना
Bone to pick,వాదనకు కారణం,तर्क का कारण
Born with a silver spoon,సంపన్న కుటుంబంలో పుట్టడం,एक अमीर परिवार में पैदा हुआ
Break a leg,శుభాకాంక్షలు,शुभकामनाएं
Bring to light,బయట పెట్టడం,उत्पादित करना
Burn the candle at both ends,చాలా శ్రమించడం,काम करने के लिए बहुत अधिक
Burst your bubble,కల చెడగొట్టడం,सपना
By hook or by crook,ఏదో ఒక విధంగా,किसी तरह
Call a spade a spade,నిజం చెప్పడం,सच बोलने के लिए
Call it a day,ఆ రోజు పనిని ఆపివేయడం,उस दिन काम को रोकना
Can’t hold a candle to,సరితూగలేనిది,अनुचित है
Carry the torch,మద్దతు ఇవ్వడం,समर्थन देना
Cast in stone,మార్పు లేనిది,अपरिवर्तित है
Cat nap,చిన్న నిద్ర,छोटी नींद
Catch-22,దిక్కుతోచని పరిస్థితి,अव्यवस्थित स्थिति
Chill out,ప్రశాంతంగా ఉండడం,शांत होना
Chip off the old block,తండ్రి లాంటి కొడుకు,एक पिता जैसा पुत्र
Clam up,మాట్లాడకపోవడం,मत बोलो
Close call,తృటిలో తప్పించుకోవడం,संकीर्ण रूप से भागना
Cold comfort,చిన్న సాంత్వన,छोटे सामाजिक
Cold feet,చివరి నిమిషంలో భయపడిపోవడం,अंतिम मिनट में चिंतित
Come clean,నిజం చెప్పడం,सच बोलने के लिए
Come rain or shine,ఏ పరిస్థితిలోనైనా,किसी भी स्थिति में
Cook up,కల్పించడం,यह बनाने के लिए
Cost a fortune,చాలా ఖరీదైనది,बहुत महँगा
Couch potato,ఎప్పుడూ కూర్చునే వ్యక్తి,एक व्यक्ति जो हमेशा बैठता है
Crack the whip,కఠినంగా నియంత్రించడం,कसकर नियंत्रित करना
Crash course,త్వరగా నేర్పే కోర్సు,जल्दी से पढ़ाने का एक कोर्स
Cross the line,పరిమితిని దాటడం,सीमा पार करना
Cry wolf,అబద్ధంగా సహాయం కోరడం,झूठी मदद करने की कोशिश की
Cut corners,తక్కువ కష్టంతో చేయడం,कम मुश्किल के साथ कर रहे हैं
Dark horse,ఊహించని విజేత,एक अप्रत्याशित विजेता
Daylight robbery,బహిరంగ దోపిడీ,खुला शोषण
Dead end,దారి లేకపోవడం,पथ का अभाव
Devil’s advocate,వాదన కోసం ప్రతివాదం చేయడం,एक तर्क के लिए पदोन्नति
Dodge a bullet,ప్రమాదం తప్పించుకోవడం,खतरे से बचें
Don’t bite off more than you can chew,సామర్థ్యం కంటే ఎక్కువ పనిని చేపట్టకండి,क्षमता से अधिक काम न करें
Don’t count your chickens before they hatch,ముందుగానే ఆశలు పెట్టుకోకండి,पहले से उम्मीद नहीं है
Don’t cry over spilled milk,జరిగినదాన్ని మర్చిపోండి,क्या हुआ भूल जाओ
Don’t put all your eggs in one basket,ఒకే మార్గంపై ఆధారపడకండి,एक ही मार्ग पर भरोसा न करें
Down in the dumps,నిరాశగా ఉండడం,हताश होना
Draw the line,పరిమితి పెట్టడం,सीमा डालना
Dry run,ప్రాక్టీస్,अभ्यास
Easier said than done,"చెప్పడం సులభం, చేయడం కష్టం","यह बताना आसान है, यह करना मुश्किल है"
Eleventh hour,చివరి నిమిషంలో,अंतिम मिनट में
End of the rope,ఇక సహనం లేకపోవడం,धैर्य की कमी अब नहीं
Every cloud has a silver lining,ప్రతి కష్టానికి మంచి వైపు ఉంటుంది,एक अच्छे पक्ष पर होने के लिए हर मुश्किल
Fall flat,విఫలమవ్వడం,असफलता
Feast your eyes on,ఆస్వాదించమని చూడడం,आनंद लेने के लिए देख रहे हैं
Fight fire with fire,అదే రీతిలో ప్రతీకారం తీర్చుకోవడం,उसी मोड में बदला लेने के लिए
Fish out of water,అసౌకర్యంగా ఉండటం,असहज होना
Flash in the pan,తాత్కాలిక విజయం,अस्थायी सफलता
Fly off the handle,అకస్మాత్తుగా కోపం రావడం,अचानक गुस्सा
Follow suit,ఇతరులను అనుసరించడం,दूसरों का अनुसरण करें
Food for thought,ఆలోచింపజేసేది,सोच
For crying out loud,అసహనం వ్యక్తం చేయడం,शर्मिंदगी व्यक्त करना
From the horse’s mouth,నమ్మదగిన వనరు,एक विश्वसनीय संसाधन
Full of beans,ఉత్సాహంగా,उत्साहपूर्वक
Game changer,పెద్ద మార్పు తీసుకువచ్చేది,बड़ा बदलाव लाया गया है
Get a kick out of,ఆనందించడం,आनंद के लिए
Get ducks in a row,సక్రమంగా సిద్ధం కావడం,अनियमित रूप से तैयार करें
Get even,ప్రతీకారం తీర్చుకోవడం,बदला लेने के लिए
Get the ball rolling,ప్రారంభించడం,आरंभ
Get your act together,క్రమబద్ధంగా వ్యవహరించడం,नियमित रूप से इलाज करना
Gift of the gab,మాట్లాడే ప్రతిభ,प्रतिभाशाली प्रतिभा
Give it a shot,ప్రయత్నించడం,कोशिश करने की कोशिश कर रहा है
Go down in flames,ఘోరంగా విఫలమవ్వడం,बुरी तरह से असफल
Go down the drain,వృథా అవ్వడం,बर्बाद कर
Go Dutch,ఖర్చు పంచుకోవడం,साझाकरण लागत
Go out on a limb,ప్రమాదం చేయడం,दुर्घटना करना
Go the whole nine yards,పూర్తిగా చేయడం,पूरी तरह से कर रहे हैं
Golden opportunity,అమూల్యమైన అవకాశం,एक अमूल्य अवसर
Good Samaritan,మంచి సహాయం చేసే వ్యక్తి,एक व्यक्ति जो बेहतर मदद करता है
Grasp at straws,చివరి ప్రయత్నం,अंतिम प्रयास
Green light,అనుమతి,अनुबद्ध
Green with envy,అసూయతో,ईर्ष्या के साथ
Grin from ear to ear,పెద్దగా నవ్వడం,हंसते हुए बड़ा
Guilty pleasure,సిగ్గుపడినా ఆనందించేది,शर्म की बात है
Hair’s breadth,తృటిలో,बाल बाल
Hand to mouth,కనీస అవసరాలతో గడపడం,न्यूनतम आवश्यकताओं के साथ खर्च करने के लिए
Have a ball,చాలా ఆనందించడం,बहुत आनंद लेने के लिए
Have a bone to pick,వాదనకు కారణం,तर्क का कारण
Have a chip on your shoulder,"కోపం, బాధతో ఉండటం","गुस्सा, उदास होना"
Have an edge,ప్రయోజనం కలిగి ఉండటం,लाभ उठाना
Have bigger fish to fry,ఇంకా ముఖ్యమైన పనులు ఉండటం,अभी तक महत्वपूर्ण कार्यों की उपस्थिति
Have butterflies in your stomach,టెన్షన్ ఫీలవ్వడం,तनाव महसूस करना
Have the guts,ధైర్యం ఉండడం,साहसी होना
Head over heels,పూర్తిగా ప్రేమలో పడటం,पूरी तरह से प्यार में पड़ रहा है
Hear a pin drop,గాఢ నిశ్శబ్దం,सबसे गहरी चुप्पी
Hit the ground running,ఉత్సాహంగా ప్రారంభించడం,उत्साह से शुरू करना
Hold your horses,ఓపికగా ఉండడం,सब्र करते हुए
Hot potato,కష్టమైన సమస్య,एक मुश्किल समस्या
In black and white,స్పష్టంగా రాసినది,स्पष्ट रूप से लिखा हुआ
In cold blood,క్రూరంగా,बेतहाशा
In high spirits,ఉత్సాహంగా,उत्साहपूर्वक
In the bag,ఖచ్చితమైనది,पूर्ण है
In the long run,చివరికి,अंततः
In the red,అప్పులో ఉండటం,कर्ज में होना
In the same boat,ఒకే పరిస్థితిలో,उसी स्थिति में
Jack up,పెంచడం,की बढ़ती
Jump the bandwagon,విజయవంతమైన పనిలో చేరడం,सफल काम में शामिल होना
Keep an eye on,జాగ్రత్తగా గమనించడం,ध्यान से अवलोकन
Keep one’s cool,ప్రశాంతంగా ఉండడం,शांत होना
Keep your fingers crossed,శుభం జరగాలని కోరుకోవడం,ऐसा होना चाहते हैं
Kick up a fuss,గొడవ చేయడం,टकराव करना
Kill two birds with one stone,ఒకే పనితో రెండు ప్రయోజనాలు పొందడం,एक ही काम के साथ दो लाभ प्राप्त करें
Knock on wood,దురదృష్టం రాకూడదని కోరుకోవడం,दुर्भाग्य प्राप्त करना चाहते हैं
Know the ropes,ఎలా చేయాలో బాగా తెలుసుకోవడం,अच्छी तरह से जानना कि कैसे करना है
Laugh all the way to the bank,సులభంగా డబ్బు సంపాదించడం,आसान पैसा
Learn the ropes,పని ఎలా చేయాలో నేర్చుకోవడం,काम करना सीखना
Let sleeping dogs lie,పాత సమస్యను ముట్టుకోకపోవడం,पुरानी समस्या को नहीं छूना
Let the cat out of the bag,రహస్యం బయటపెట్టడం,रहस्य को उजागर करना
Light at the end of the tunnel,కష్టాల తర్వాత ఆశ కలిగించే సూచన,प्रतिकूलता के बाद उम्मीद का संदर्भ
"Like father, like son",తండ్రిలా కొడుకు,पिता का पुत्र
Like two peas in a pod,చాలా పోలిక ఉండటం,बहुत तुलना होने के नाते
Live wire,ఉత్సాహంగా ఉండే వ్యక్తి,एक व्यक्ति जो उत्साही है
Look on the bright side,సానుకూలంగా ఆలోచించడం,सकारात्मक रूप से सोचने के लिए
Lose your marbles,పిచ్చి పట్టడం,पागलपन
Low-hanging fruit,సులభంగా దొరికే అవకాశం,आसानी से मिलने का अवसर
Make a killing,పెద్ద లాభం పొందడం,एक बड़ा लाभ प्राप्त करें
Make head or tail of,అర్థం చేసుకోవడం,समझ में
Make your mark,విజయవంతం అవ్వడం,सफल होने के लिए
Monkey business,మోసపూరితమైన పని,धोखेबाज का कार्य
Mum’s the word,రహస్యంగా ఉంచడం,रहस्य रखना
Neck of the woods,ప్రాంతం,क्षेत्र
No love lost,విరోధం,इसके विपरीत
Not one’s cup of tea,ఆసక్తి లేని పని,कार्य जो दिलचस्पी नहीं है
On thin ice,ప్రమాదకర స్థితిలో,एक खतरनाक स्थिति में
Once in a blue moon,చాలా అరుదుగా,बहुत मुश्किल से ही
